年号,月,ウ,日,グレゴリオ暦,地域,天変地異などの記事,原出典,掲載書誌
応安01,0,0,0,13680129,丹波,［大山荘年貢算用状］…一、西田井分／十二石三斗二升七合内 ＜半分定／又半分損亡＞、,東寺百合文書ノ,兵庫県史中世6-234
応安01,2,0,18,13680315,改元,兵革、天変（皇）、病患、天変、地妖（続）、,皇年代私記.続史愚抄,東大謄写本
応安01,5,0,11,13680604,山城,八幡（石清水八幡宮）暴雨、且雹、大如桃子、一時計而止、,鳩嶺雑事記,新校群書類従20
応安01,6,0,21,13680714,陸奥,雪降、如冬、,加納家年代記,石巻の歴史1
応安01,7,0,20,13680910,摂津,難波浦水涸事、数百丁、周防国海中鼓止、大サ二十丈、,加納家年代記,石巻の歴史1
応安01,8,0,8,13680928,京都,被発遣止雨奉幣使、,続史愚抄中篇26,新訂増補国史大系
応安01,9,0,0,13681021,播磨,［矢野庄西方名主百姓等重申状］東寺御領矢野御庄西方名主百姓等重言上／欲早被経厳密御沙汰、任当年旱魃損亡旨、下賜損米、且庄内別名地頭方々仁、被下損米巨多事、無其隠者也、且百姓名々内皆損坪［　］候上者、不可有御不審由、翻牛玉裏令言上候、［ ］下賜損米間事／副進一通名々皆損亡田数注文／右損亡之段、委細言上既訖、且旱損且朽損…早被経急速之御沙汰、任損亡注進之旨、［ ］賜損亡、百姓之愁歎、弥為［ ］御公事之忠勤、仍粗言上如件、,教王護国寺文書501,相生市史8上297
応安01,9,0,0,13681021,播磨,［矢野庄西方名々焼田坪付注文］東寺御領矢野西方名々焼田坪々注文事…以上七丁十代…,教王護国寺文書501,相生市史8上298
応安02,0,0,0,13690216,丹波,［大山荘年貢算用状］…一、西田井分十二石三斗二升七合＜半分定＞…除三石 西田井損亡、,東寺百合文書ノ,兵庫県史中世6-238
応安02,2,0,27,13690412,加賀,［臨川寺領加賀国大野荘文明十四年分年貢算用状］…参斛参斗、野老塚中京浜新開壱町、参斗代定、半損分也、去応安二年二月廿七日、於寺家被定之、令打開之五ケ年者被免畢、,鹿王院文書,加能史料戦国2
応安02,2,0,27,13690412,加賀,［臨川寺領加賀国大野庄年貢算用状］野老塚中京浜新開一町、三斗代、半損分也、此段、去応安二年二月廿七日於寺家被定、…,天竜寺所蔵文書,加能史料戦国Ⅳ211
応安02,6,0,0,13690713,天下,～十一月、天下大旱、五穀不登、飢饉、人多死、,分類本朝年代記,旱魃霖雨史料
応安02,9,0,2,13691011,京都,夜大風破屋、明日及午乃止、,空華集,大日本史料6-31
応安02,9,0,2,13691011,京都,入夜大風、雨又降、後聞、依此風仁和寺円宗寺…本寺…観音院・太政官庁東門・真言院…等顚倒云々、,後愚昧記1,大日本古記録
応安02,9,0,2,13691011,京都,大風、太政官庁東門及円宗寺＜後三条院御建立＞・観音院＜在仁和寺歟＞・真言院＜去年十二月所新造也＞等倒、,続史愚抄中篇26,新訂増補国史大系
応安02,9,0,2,13691011,鎌倉,鎌倉大仏殿倒、,続史愚抄中篇26,新訂増補国史大系
応安02,9,0,3,13691012,相模,大風、鎌倉大仏殿顚倒、,鎌倉大日記,大日本史料6-31
正平24,9,0,3,13691012,鎌倉,大風吹、鎌倉大仏殿倒、,南方紀伝下,改定史籍集覧3
応安03,8,0,15,13700913,京都,雷公落人家事、希有事也、可恐々々、,後愚昧記1,大日本史料6-32
応安03,8,0,15,13700913,京都,雷九条（経教）殿落云々、侍二人死去、,花営三代記,大日本史料6-32
応安03,8,0,20,13700918,東国,昨今、駿河以東、諸国、大風損禾稼、,続史愚抄中篇26,新訂増補国史大系
応安03,8,0,20,13700918,相模,相模洪水、漂没飯嶋孤嶋人家三百余宇、,続史愚抄中篇26,新訂増補国史大系
応安03,9,0,2,13700930,東国,渋川武蔵守参洛、是夜、東国大風…空華日工集云、夜四更云々、此時人多□噪、蓋海颶作祟、関左之一路残破多矣、,後鑑73,新訂増補国史大系
応安03,9,0,13,13701011,東国,去月十九日、廿日、両日、東国＜駿河国以東＞大風無比類、田畠悉吹損、依之、件国等飢饉流行、又相模国大水、四十年来、未有如此之事、鎌倉ニ向ヘル号飯嶋之孤島＜在家三百余宇富饒所云々＞、皆以流失、不知其在所云々、希代事也、,後愚昧記1,大日本古記録
応安03,9,0,19,13701017,諸国,大風、,妙法寺記,大日本史料6-32
応安03,9,0,20,13701018,相模,大風俄作、人畜驚散…相陽城中、鎌倉諸谷、無一不破壊摧折者、土人圧死者往々有焉、,空華日用工夫略集,大日本史料6-32
応安03,9,0,21,13701019,天下,昨日、大風、天下之災、,空華日用工夫略集,大日本史料6-32
応安03,10,0,3,13701030,上総,［称名寺領上総国周東郡那波多沢村検見帳］…応安三年所務／当作年貢 半 得田、 半 損亡、… ,金沢文庫文書,千葉県の歴史17
応安03,12,0,0,13701227,播磨,［学衆方（矢野庄）未進年貢散用状］…6石5177勺河成如先々、1石3合貞治4川成、4123勺貞治5河成、3282勺応安2河成、472合応安2水損、,教王護国寺文書509,相生市史8上310
応安04,0,0,0,13710126,加賀,［臨川寺領加賀国大野荘文明十四年分年貢算用状］…肆拾玖斛伍合八勺、例請加分七ケ条、分米雖為六拾五斛肆斗六升三合、応安四年水損、拾六斛四斗五升八合一勺二才令減之、,鹿王院文書,加能史料戦国2
応安04,0,0,0,13710126,加賀,［臨川寺領加賀国大野庄年貢算用状］応安四年水損、十六角四斗五升八合一勺二才例減之、,天竜寺所蔵文書,加能史料戦国Ⅳ211
応安04,0,0,0,13710126,若狭,［太良庄地頭方評定引付］…仰下 太良庄条々／一、河成下地事／応安四年散用状　二石七斗余＜当年不作／河成云々＞／此内、不作・河成下地各別ニ可注進之事、,東寺百合文書タ函27,若狭国太良荘史料集成4
応安04,0,0,0,13710126,加賀,［臨川寺領加賀国大野荘明応九年分年貢算用状］…肆拾玖角五合捌勺 …応安四年水損拾六角四斗五升八合一勺二才令減之、,天竜寺所蔵文書,加能史料戦国5-97
応安04,2,0,0,13710224,加賀,［臨川寺領加賀国大野荘文明十四年分年貢算用状］…壱貫伍百肆拾五文  示野村次郎太郎名、畠河頽四段十代十八歩并正作苧畠河頽十五代、已上五段五代十八歩、分銭也、但為河頽、近年地子銭令未進間、去応安四年二月、庄主・沙汰人相共検知之処、河頽段分明之間、除之、,鹿王院文書,加能史料戦国2
応安04,4,0,16,13710607,京都,又被発遣止雨奉幣使、,師守記10,史料纂集
応安04,4,0,16,13710607,京都,是日、又被発遣止雨奉幣使、,続史愚抄中篇27,新訂増補国史大系
応安04,5,0,6,13710627,京都,大雨、洪水、,後愚昧記1,日本の気象史料
応安04,7,0,24,13710911,讃岐,西大野損亡事＜旱魃云々＞、可被下人之由、自地下申之、急可被下之由申之間、明後日、伊与房可下之由、約束了、定損起請田之間、不可免之由、且問答了、又長米事、同損了、,祇園執行日記,大日本史料6-35
応安04,7,0,28,13710915,山城,（山城国上野荘、前欠）皆水損 源内／…都合、壱町半 此内畠一反／右大概、注進如件、  ,山城国上野荘水損田注進状,教王護国寺文書2-511
応安04,8,0,19,13711006,甲斐,大風、,妙法寺記,富士吉田市史史料編2
応安04,10,0,15,13711130,讃岐,自讃岐、伊与房今日来広峰、今年、西大野大干魃之間、年貢且三分二定、十四貫際符、近藤代官小林持上之間、同道、…,八坂神社記録1,増補続史料大成43
応安04,11,0,0,13711216,諸国,東西、咳嗽病流行、,吉田家日次記,鎌倉時代医学史の研究
応安04,11,0,22,13720106,世間,今夜、入道殿俄有御違例、世間流布之咳気之故歟、…抑此咳気無漏人、言語道断事也、大略如貞治四年之時、希代之天災歟、児女説云、貞治四年之咳気之七年忌云々、,吉田家日次記,大日本史料6-34
応安04,12,0,15,13720129,若狭,（山城国上野荘、前欠）皆水損 源内／…都合、壱町半 此内畠一反／右大概注進如件、  ,若狭国太良庄領家方年貢算用状,教王護国寺文書2-513
応安05,0,0,0,13720214,丹波,［大山荘年貢算用状］…除十石 西田井損亡／…同庄応安五年畠地子事／合一貫九百七十文内／現納一貫四百七十文／庄未進 五百文 但依旱魃損亡分也、,東寺百合文書ノ,兵庫県史中世6-244
応安05,0,0,0,13720214,加賀,［臨川寺領加賀国大野荘文明十四年分年貢算用状］…弐百文 示野村古川跡新田、去応安五年洪水、皆水損、…,鹿王院文書,加能史料戦国2
応安05,0,0,0,13720214,加賀,［臨川寺領加賀国大野庄年貢算用状］弐百文 示野村古川跡新田、去応安（五脱カ）年、洪水皆水損、日仕定役也、,天竜寺所蔵文書,加能史料戦国Ⅳ221
応安05,0,0,0,13720214,若狭,［太良庄地頭方年貢等算用状］…壱石壱斗五升一合九夕九才 応安五・六・七年不作川成…,東寺百合文書ツ函67,若狭国太良荘史料集成4
応安05,0,0,0,13720214,若狭,［太良庄地頭方評定引付］…仰下 太良庄条々…／同五年 六斗六升余 当年河成云々／以上両度河成下地、沙汰人・百姓等、御代官相共、以熊野牛玉、可捧連署起請文注進事、,東寺百合文書タ函27,若狭国太良荘史料集成4
応安05,0,0,0,13720214,加賀,［臨川寺領加賀国大野荘明応九年分年貢算用状］…除…、弐百五文…去応安五年洪水皆水損…,天竜寺所蔵文書,加能史料戦国5-107
応安05,3,0,0,13720413,京都,京都、疾疫流行、,後愚昧記1,鎌倉時代医学史の研究
文中01,4,0,0,13720500,改元,改元（理由不詳）、,細々要記,古事類苑1
文中01,5,0,0,13720610,伊勢,雹降、,南方紀伝下,改定史籍集覧3
応安05,5,0,8,13720617,京都,被発遣祈雨奉幣使、,続史愚抄中篇27,新訂増補国史大系
応安05,5,0,11,13720620,陸奥,大雹（アラレ）降、,加納家年代記,石巻の歴史1
応安05 ,9,0,0,13721006,若狭,［太良庄地頭方百姓等申状］太良庄地頭御方之損田事／合／一所本田一段 此内半河成 在所五段田 作人妙蓮／一所本田一段 此内半河成 在所五段田 作人新細工大夫／一所本田一段 此内小河成 在所五段田 作人藤大夫／右件田、去年・当年之大水、下地流損候上、猶河崎向候間、御検地無候者、作人等損亡可仕者也、可然者、憲法之御使於御検地候、蒙可御免由、恐々謹言上、…,東寺百合文書ハ函74,若狭国太良荘史料集成4
応安05,9,0,2,13721007,陸奥,大風、,加納家年代記,石巻の歴史1
応安05 ,9,0,2,13721007,若狭,［太良庄地頭方評定引付］太良庄百姓企上洛、損門事歎申、安目挙之、此趣披露之処、随半済方并預所之沙汰、可免之云々、,東寺百合文書タ函22,若狭国太良荘史料集成4
応安05 ,9,0,7,13721012,若狭,［太良庄地頭方評定引付］太良庄損亡事、重披露之処、今日段銭事、為急々進上、…,東寺百合文書タ函22,若狭国太良荘史料集成4
応安05 ,9,0,8,13721013,若狭,［太良庄地頭方評定引付］同損亡事、半済方已五石分＜地頭領家＞可免之由、令申［ ］寺］、同地頭・領家分五石可免之云々、,東寺百合文書タ函22,若狭国太良荘史料集成4
応安05 ,9,0,19,13721024,若狭,［太良荘公文弁祐書状 東寺惣公文所宛］畏重申上候／…今度の損亡の事ハ、国中一同損亡にてもなく候、これハ水損のさい所ハ皆々損亡出され候、当庄ハ先々より水損ところにて候、いそき々々けんはうの上使御下候て、地下のやうをも御らんあるへく候、…,東寺百合文書ツ函248,若狭国太良荘史料集成4
応安05 ,9,0,29,13721103,若狭,［太良庄地頭方評定引付］百姓等、依損亡事、可挙申下地之由、雖申訴訟、且先度已及其沙汰上者、可為先度沙汰旨之由、治定畢、,東寺百合文書タ函22,若狭国太良荘史料集成4
応安05,12,0,0,13730103,播磨,［学衆方（矢野庄）年貢等散用状］…21升代150文、為雨請、天満宮、大僻宮両社御神楽料足、,東寺百合文書ﾘ63,相生市史8上310
応安05,12,0,1,13730103,京都,萱野ヨリ夏見上洛、今年、旱損之間、絹一＜一貫六百五十文分云々＞上之、百姓等起請文書進之、絹今一不沙汰之条、以外次第也、,八坂神社記録2,増補続史料大成44
応安05 ,12,0,2,13730104,若狭,［太良庄地頭方年貢算用状］…除…壱石肆斗伍合 当年水損御免之、…弐石 当年水損御免上出之、四反也、,東寺百合文書ハ函75,若狭国太良荘史料集成4
応安06,0,0,0,13730202,大和,今夏、大和記、疫病流行云＜大乗院年代記＞、,続史愚抄1,大日本史料6-37
応安06,0,0,0,13730202,丹波,［大山荘年貢算用状］…除六石 損亡…,東寺百合文書ノ,兵庫県史中世6-246
応安06,0,0,0,13730202,京都,大風＜自酉／至丑＞永祚以後、無其例、,大乗院日記目録1,大乗院寺社雑事記12
応安06,2,0,24,13730326,播磨,［学衆評定引付］矢野庄学衆方条々…一、秋麦河成分、為七升五合、而三斗七升四合由、,東寺百合文書ﾑ49,相生市史7-143
応安06,2,0,27,13730329,播磨,［学衆評定引付］（矢野庄）一、生栗／搗栗代不載散用状事／…或炎旱、或霖雨、［ ］令損亡者、無力次第也、豊稔之年、何限栗可皆損乎、,東寺百合文書ﾑ49,相生市史7-143
応安06,3,0,1,13730402,大和,大和記、雨雪、,続史愚抄中篇27,新訂増補国史大系
応安06,4,0,0,13730502,世間,自四月比、疫病流布世間、,神木御動座度々大乱類聚,大日本史料6-39
応安06,5,0,0,13730531,能登,大雹降、,永光寺年代記,加能史料研究2
応安06,5,0,11,13730610,京都,雨雹、如桃子、,続史愚抄,日本の気象史料
応安06,5,0,11,13730610,京都,氷降、四条以北云々、,大乗院日記目録1,大乗院寺社雑事記12
応安06,5,0,11,13730610,京都,雨雹、如橘子、,続史愚抄中篇27,新訂増補国史大系
応安06,6,0,0,13730629,山城,当年病事、超過例年之由、有其聞、,続史愚抄中篇27,大日本史料6-38
応安06,6,0,0,13730629,大和,今夏、大和記、疫疾流行云、,続史愚抄中篇27,新訂増補国史大系
応安06,6,0,22,13730720,京都,勅使来云、当年病事、超過例年之由、有其聞、如御修法、雖可被行之、供料事、近日難事行者也、　,愚管記,大日本史料6-37
応安06,8,0,25,13730920,近江,（佐々木高氏死去）道誉生年七十八歳云々、所労疫癘云々、,後愚昧記,大日本史料6-38
応安06,9,0,0,13730925,能登,大風、,永光寺年代記,加能史料研究2
応安06,9,0,0,13730925,甲斐,大風、,妙法寺記,富士吉田市史史料編2
応安06,9,0,0,13730925,会津,大風、建物倒壊、,異本塔寺長帳,中世東国災害史略年表
応安06,9,0,2,13730926,京都,自酉刻、暴風吹、雨降、及寅刻風休、後聞、在々所々吹破、内裏高倉面棟門顚倒云々、此蓬屋又散々式也、,愚管記,大日本史料6-38
応安06,9,0,2,13730926,京都,昏黒以後、大風発屋折木、終夜無休時、消肝失魂、予受生以来、更不逢如此事、言語道断了、翌朝卯刻休止、大風暴風相並者也、,後愚昧記,大日本史料6-38
応安06,9,0,2,13730926,大和,自酉至寅刻、大風穿山抜樹了、,春日神木入洛見聞略記,大日本史料6-38
応安06,9,0,2,13730926,京都,大風、処々門倒、,京都御所東山御文庫記録,大日本史料6-38
応安06,9,0,2,13730926,京都,大風、,花営三代記,大日本史料6-38
応安06,9,0,2,13730926,京都,夜大風、抜樹動山、永祚已来無其例、,皇代記,大日本史料6-38
応安06,9,0,2,13730926,京都,大風、所々門倒、,武家年代記,大日本史料6-38
応安06,9,0,2,13730926,京都,大風、自酉至寅…、,続史愚抄,大日本史料6-38
応安06,9,0,2,13730926,諸国,自晩頭、大風以外也、入夜弥興盛、清滝宮西岸之大桧木顚倒＜亥刻＞、仍両社共打破之、…山木顚倒不可称計之、前代未聞重事也、…洛中洛外遠近国々損亡皆以如此、後日所聞及也、昔永祚之大風僅聞伝許也、今度式頗超過彼大風云々、,醍醐寺文書,大日本史料6-38
応安06,9,0,2,13730926,大和,大風…永祚以後無其例、,大乗院日記目録,日本の気象史料
応安06,9,0,2,13730926,播磨,［学衆評定引付］一、矢野庄当年損亡事／百姓一人令上洛、捧申状、歎申之由披露之処、今月二日風、於当庄者、指不及難儀歟、,東寺百合文書ﾑ49,相生市史7-143
応安06,9,0,2,13730926,京都,自申斜、大風定及寅刻、土御門東西門及所々門、車宿顚倒、大木多抜倒、,皇年代私記,改定史籍集覧19
応安06,9,0,2,13730926,京都,自申刻、大風起、及寅刻、土御門殿東西門、車宿顚倒、大木多抜倒、,皇年代略記,新校群書類従2
応安06,9,0,2,13730926,京都,大風、,如是院年代記,新校群書類従20
応安06,9,0,2,13730926,京都,大風＜自西、至寅＞土御門里内裏高倉面棟門、及太政官庁倒＜又寺院十余箇所等倒＞、別雷社一鳥居蓋木堕、太田社［ ］及拝殿等壊、是山樹倒故云、,続史愚抄中篇27,新訂増補国史大系
応安06,9,0,3,13730927,京都,伝聞、今度之大風、所々門、緇素家々并寺々十余ケ所顚倒、民屋破損不可勝計云々、如此之大風、古老之者猶不覚悟云々、希代之天災歟、（頭書）或云、東北院門扉吹抜、不知行方云々、,愚管記,大日本史料6-38
応安06,9,0,3,13730927,山城,雨猶下、所々人屋仏閣、悉莫不破壊、洛中辺土皆以、無逃此災之所、驚目駭耳者也、禁裏高倉面棟門顚倒、又官庁＜太政官也＞顚倒云々、,後愚昧記2,大日本古記録
応安06,9,0,4,13730928,甲斐,夜大風、,妙法寺記,大日本史料6-38
応安06,9,0,14,13731008,若狭,［太良庄地頭方評定引付］…一、太良庄百姓申損亡間事／披露之処、相尋半済方、随其沙汰［   ］有沙汰之由治定了、,東寺百合文書タ函23,若狭国太良荘史料集成4
応安06,9,0,21,13731015,播磨,［学衆評定引付］一、矢野庄損亡使未下向、重歎申事／当年大風平均之上者、於当庄、争無損免哉、,東寺百合文書ﾑ49,相生市史7-153
応安06,10,0,2,13731026,京都,大風、,花営三代記,新校群書類従20
応安06,10,0,25,13731118,播磨,［学衆評定引付］一、矢野庄重申損亡事／披露之処、当年大風…然而風損之条、先度十石分誠不可公平哉、重五石可免之、,東寺百合文書ﾑ49,相生市史7-154
応安06,11,0,0,13731123,山城,上野御庄百姓…事、…所詮去大風仁、至于中晩田悉令不熟間…忩半分御年貢可究済仕候也、,山城国上野庄百姓等申状写,教王護国寺文書2-523
応安06,12,0,0,13740121,備前,［備前国金岡東庄名主百姓等申状］備前国金岡東庄名主・百姓等、別納田下地去申歎条々、／…一、可有御検見之由、百姓申処、…先百姓等可苅置之由、被仰之間、本所御検知以後苅置之処、苅田之上者、損田不可下之由仰候、高々被召事、／…御内検之時給候損田、被召返事、／…浜成麦無御内検之間、不苅而朽損之処、被責召事、／…,山城二尊院文書,南北朝遺文中国四国編4-4028
応安07,0,0,0,13740220,山城,注進 上野御庄永和元年御年貢散用事……二石五斗七升一合二才 応安四年水損河成 新本河原田等分四反八十歩、,山城国上野庄年貢算用状,教王護国寺文書2-539
文中03,1,0,0,13740220,京都,疱瘡流行、,皇年代略記,日本災異志
応安07,1,0,0,13740220,京都,正・二月、疱瘡流行、,皇年代略記,新校群書類従2
応安07,1,0,1,13740220,京都,自正月中旬、新院御悩、御疱瘡云々、今年流布、同廿八日崩御…自去年以来天変地妖、,春日神木御入洛見聞略記,大日本史料6-40
応安07,2,0,27,13740417,世間,［若狭国太良荘地頭方政所（有円）正覚、公文弁祐連署注進状］一、請料、（修脱）理替、長夫用途、いまゝて無沙汰候御事、先度申上候ことく、庄内御百姓等、せけんのにはやり候事をやみ候て、せうせう宛（死）候間、さらに、とおとち、人もかよわぬていにて候ほとに、いまゝておそなわり候条、恐入候…,東寺百合文書ﾊ函78,東寺百合文書4
応安07,3,0,0,13740420,播磨,［学衆方（矢野庄）年貢等散用状］…除、4石2375勺、此内＜交分4875勺／去年損亡百姓等歎申引之＞、,東寺百合文書ﾉ58,相生市史8上339
応安07,8,0,21,13741005,山城,注進 上野御庄内新開田地、水損事…已上一段三百廿歩…,山城国上野庄新開田地水損注進状,教王護国寺文書2-529
応安07,12,0,8,13750118,山城,注進 上野御庄応安七季御年貢…事…除…二石五斗七升二合二才 当年水損 新本河原田等分、,山城国上野庄年貢算用状写,教王護国寺文書2-531
応安07,0,0,0,13750210,若狭,（太良庄）四石壱斗四升五合 自応安五年不作同（半分定）、,若狭国太良庄年貢算用状,教王護国寺文書2-554
永和01,2,0,27,13750406,改元,代始、,皇年代私記,東大謄写本
永和01,4,0,26,13750604,若狭,［太良庄地頭・領家両方百姓妙蓮等連署起請文］立申 起請文事／右件起請文ハ、当庄不作・河成御ふしん候間、御めんをかうむり、かやうに申上候、…,東寺百合文書ハ函80,若狭国太良荘史料集成4
永和01,5,0,0,13750608,肥後,洪水、,阿蘇文書.北肥戦記,史料綜覧7-35
天授01,5,0,27,13750704,改元,依山崩地妖、,南朝編年略記,古事類苑1
永和02,0,0,0,13760130,丹波,［大山荘年貢算用状］四石七斗三升六合 水損、,東寺百合文書ノ,兵庫県史中世6-264
永和02,0,0,0,13760130,若狭,（太良庄）捌斗 自応安六年不作同（半分定）、,若狭国太良庄年貢算用状,教王護国寺文書2-554
永和02,0,0,0,13760130,山城,（上野庄）一丁八反三百歩 応安六年河成、,山城国上野庄田数注進状,教王護国寺文書2-560
永和02,6,0,16,13760711,山城,北朝前関白近衛道嗣、勅問により、山城吉祥院の水害に関し、堤防修築等のことを奏す、,愚管記,史料綜覧7-49
永和02,8,0,0,13760824,播磨,［（矢野庄）河成田坪付注進状］東寺御領矢野庄百姓等申、当年河成坪々事……右彼坪々者、去六月八日、同七月十日、十一日、三ケ度大水、彼坪々河罷成候、為御注進言上如件、,東寺百合文書よ61,相生市史8上397
永和03,0,0,0,13770217,会津,此年、大旱、飢饉、,会津旧事土苴考,旱魃霖雨史料
永和03,0,0,0,13770217,羽前,大旱連（ツヽイテ）、飢饉四年、,来迎寺年代記,山形県史中世史料2
永和03,0,0,0,13770217,丹波,［大山庄年貢算用状、永徳2.9.20］（異筆）如此算用状者、永和三年以来水損二石六斗八升一合被注落之間、奥書…,東寺百合文書に23-26,大山村史史料編156
永和03,0,0,0,13770217,丹波,［大山庄年貢算用状］二石六斗八升二合 永和三年水損、,東寺百合文書ノ,兵庫県史中世6-269
永和03,0,0,0,13770217,丹波,［大山庄年貢算用状］…重除／四石七斗三升六合 水損、,東寺百合文書ノ,兵庫県史中世6-261
永和03,0,0,0,13770217,若狭,（太良庄）注進 太良庄地頭方永和四年御年貢散用…除…二石七斗一升五合二勺四才 自応安五年、永和三年まて不作川成連々分、,若狭国太良庄地頭方年貢算用状写,教王護国寺文書2-561
天授03,3,0,28,13770514,諸国,諸国山悉崩、不思儀事共也、,南方紀伝下,改定史籍集覧3
永和03,3,0,28,13770514,諸国,此日、諸国山多崩云、,続史愚抄中篇28,新訂増補国史大系
永和03,4,0,0,13770516,播磨,［学衆方（矢野庄）年貢等散用状］…二斗二升去年永和二、六七両月河成、坪付去年先進候了、,教王護国寺文書551,相生市史8上401
天授03,6,0,0,13770714,京都？,大旱、朝野祈雨、終日不降、,正眼智鑑禅師年譜,日本凶荒史考
永和03,8,0,0,13770912,日本,四～八月、日本大旱魃、大悪作、飢饉、,異本塔寺長帳,中世東国災害史略年表
永和03,8,0,0,13770912,天下,天下大地震、山崩埋谷、洪水、,異本塔寺長帳,中世東国災害史略年表
永和03,8,0,2,13770913,京都,武家盛衰記云…大風吹て、神社仏閣民屋等、ことごとく顚倒し、無為なるは希なり、,三貨図彙,日本の気象史料
永和03,8,0,11,13770922,京都,涼気以外出来、世上事、於今者、不可有殊事之由、風聞、,後愚昧記2,大日本古記録
永和03,8,0,13,13770924,京都,大風木を抜く、,後愚昧記2,日本震災凶饉攷
永和03,8,0,20,13771001,諸国,諸国山崩ル事有、,加納家年代記,石巻の歴史1
永和03,8,0,20,13771001,京都,雨下、子刻終大風、折木発屋、,後愚昧記2,大日本古記録
永和03,8,0,20,13771001,京都,今夜、大風、折木発屋、,続史愚抄中篇28,新訂増補国史大系
永和03,12,0,2,13780109,京都,後円融天皇疱瘡癒え給う、,愚管記,史料綜覧7-69
永和04,0,0,0,13780207,天下,天下大飢、対馬殊に甚し、,大日本史.合運,日本震災凶饉攷
永和04,0,0,0,13780207,丹波,［大山庄年貢算用状］…五石西田井損亡…,東寺百合文書ケ,兵庫県史中世6-264
永和04,0,0,0,13780207,山城,（上野庄）一丁大 永和四年河成、,山城国上野庄田数注進状,教王護国寺文書2-560
永和04,0,0,0,13780207,若狭,（太良庄）注進 太良庄地頭方永和四年御年貢散用…除…四斗六升 当年河成半分、,若狭国太良庄地頭方年貢算用状写,教王護国寺文書2-561
永和04,5,0,29,13780702,京都,北朝、四角四堺鬼気祭を行い、疫病を祈攘せしむ、,愚管記,史料綜覧7-76
永和04,6,0,17,13780720,京都,北朝、疫病流行により、改元せんとす、,愚管記.後愚昧記,史料綜覧7-77
永和04,7,0,0,13780802,京都,近日、号三日病、貴賤無免此難之者、,後愚昧記,後鑑1
永和04,7,0,1,13780802,京都,疫癘流行、人死不少、世俗謂三日病、,続史愚抄中篇28,新訂増補国史大系
永和04,7,0,7,13780808,京都,此月、疾疫流行、後愚昧記七日条云、院庁大蔵少輔資為子息資富、依疫癘死去云々、［又後聞］今夕四位大外記（六角）師茂朝臣卒去、子息六歳小児同死去［了］、師茂一家中輩皆患疫疾云々、,後鑑81,新訂増補国史大系
永和04,7,0,26,13780827,京都,予自今夕違例、温気有之、頭痛気又有之、近日、号三日病、貴賤無免此難之者、疑此病歟、終夜病悩、主上又自今夕御不予［云々］、,後鑑81,新訂増補国史大系
永和04,8,0,0,13780901,能登,大風、,永光寺年代記,加能史料研究2
永和04,8,0,13,13780913,越後,夜大風、,宝林寺年代記,南魚沼市舞子
永和04,8,0,13,13780913,京都,大風、後愚昧記云、自未刻許風吹、入夜大風折木破屋、卯刻已後休止、,後鑑81,新訂増補国史大系
永和04,8,0,13,13780913,京都,夜大風、,大乗院日記目録1,大乗院寺社雑事記12
永和04,8,0,13,13780913,大和,大風、折木発屋、春日社大木倒一切経廊上、太刀辛尾社神宮寺、東廻廊破壊、,続史愚抄中篇28,新訂増補国史大系
永和04,8,0,15,13780915,京都,入夜大風、折木破屋、卯刻以後休止、,後愚昧記2,大日本古記録
永和04,9,0,0,13781001,京都,是秋、疫病流行、,愚管記.後愚昧記.常楽記,史料綜覧7-79
永和05,0,0,0,13790127,諸国,大雪、諸国咳病ス、,妙法寺記,富士吉田市史史料編2
永和05,0,0,0,13790127,陸奥,ハバキ星出、大飢饉、,加納家年代記,石巻の歴史1
天授05,0,0,0,13790127,対馬,対馬島飢饉、,本州編稔略,日本災異志
天授05,0,0,0,13790127,諸国,今年、諸国大飢饉、,赤城山年代記,赤城神社奉讃会
天授05,0,0,0,13790127,京都,此年、凶荒、,後鑑83,新訂増補国史大系
天授05,0,0,0,13790127,豊前,彗星出、大ニ飢饉ス、,豊前国下麻生村禅源寺年代記録,中山重記校訂
天授05,0,0,0,13790127,京都,彗星出、大飢饉、,和漢合運,日本凶荒史考
天授05,0,0,0,13790127,紀伊,春大きゝん、人多ク死、米二百八十匁、麦二百三十匁、,紀伊日高郡原谷玉井文書,日本凶荒史考
天授05,0,0,0,13790127,日本,この年日本大飢饉、,異本塔寺長帳,中世東国災害史略年表
天授05,0,0,0,13790127,諸国,大雪、諸国咳病、,妙法寺記,中世東国災害史略年表
永和05,0,0,0,13790127,諸国,大雪、諸国咳病、,新撰越後国年代記,新大プロジエクト研究資料叢刊Ⅳ
永和05,0,0,0,13790127,天下,天下饑、,続史愚抄中篇28,新訂増補国史大系
永和05,3,0,0,13790327,播磨,［学衆方（矢野庄）年貢等散用状］…除…弐斗二升永和二年河成／四斗一升一合永和四年川成＜坪付去年／十二月注進畢＞…一、大豆散用事…一升一合五勺永和二年河成／一斗五升一合七勺永和四年五六月両度河成…,教王護国寺文書563,相生市史8上407
康暦01,3,0,22,13790417,改元,疾疫、兵革、,皇年代私記,東大謄写本
康暦01,3,0,22,13790417,改元,天変・疾疫・兵革也、,皇年代略記,新校群書類従2
康暦01,5,0,4,13790626,越後,大風、,宝林寺年代記,南魚沼市舞子
康暦01,5,0,25,13790717,京都,北朝、疫病流行によりて、四角四堺祭を修す、,愚管記.東金堂細々要記.後愚昧記.勝山記.皇年代略記,史料綜覧7-90
